year,month,day,length,title,file,Topic,Count,topic_1,topic_2,topic_3,topic_4,Topic_Name
2024,2,20,17,US vetoes another UN Security Council resolution urging Gaza war ceasefire,2024-02-20_1009.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,2,21,17,World slams US ceasefire veto at UN Security Council on Israel’s Gaza war,2024-02-21_1005.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,2,21,17,Can Israel be stopped from using starvation as a weapon of war?,2024-02-21_993.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2023,12,11,18,"What’s UN Resolution 377A, can it help in efforts to stop Israel-Gaza war?",2023-12-11_1814.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,11,18,What is the global strike demanding an end to Israeli war on Gaza?,2023-12-11_1816.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,11,18,WHO calls for immediate passage of humanitarian relief into Gaza,2023-12-11_1822.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,4,8,18,Khan Younis ‘smells like death’ as Palestinians return to devastated homes,2024-04-08_104.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,4,8,18,UN Security Council refers Palestine’s full membership bid to committee,2024-04-08_95.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,10,28,18,"Mass graves, unclaimed bodies: Israel’s war robs Gazans of funeral rites",2023-10-28_2766.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,28,18,"Communication blackout, fuel shortages worsen the situation in Gaza",2023-10-28_2770.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,28,18,"Mass graves, unclaimed bodies: Israel’s war robs Gazans of funeral rites",2023-10-28_2766.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,28,18,"Communication blackout, fuel shortages worsen the situation in Gaza",2023-10-28_2770.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,16,18,"Hamas warns of environmental crisis as 1,000 bodies still under Gaza rubble",2023-10-16_3100.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,30,18,Heavy clashes as Israeli tanks briefly reach Gaza City outskirts,2023-10-30_2732.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,30,18,"Nameless on Earth, known in heaven: Victims of Israeli bombs buried in Gaza",2023-10-30_2735.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,27,18,UN says Gaza Health Ministry death tolls in previous wars ‘credible’,2023-10-27_2793.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,27,18,Israeli bombing levels a residential square on Gaza City’s Jalaa Street,2023-10-27_2811.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,27,18,"Israeli air strikes kill dozens in Gaza overnight, Palestinian sources say",2023-10-27_2816.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,27,18,UNGA calls for humanitarian truce in Israel-Gaza war: How countries voted,2023-10-27_2787.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,10,27,18,United Nations votes overwhelmingly in favour of humanitarian truce in Gaza,2023-10-27_2789.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,10,27,18,"As the UN votes on the Israel-Gaza war, Palestine can only observe",2023-10-27_2817.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,11,15,18,"As Israel’s war on Gaza rages, humanitarian crisis worsens",2023-11-15_2323.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,15,18,UN Security Council adopts resolution for ‘humanitarian pauses’ in Gaza,2023-11-15_2305.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,10,31,18,"Shopping, queuing for bread, looking for water: Life in Gaza City continues",2023-10-31_2685.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,31,18,Photos: Dozens killed in Israeli air attack on Jabalia refugee camp in Gaza,2023-10-31_2689.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,31,18,Dozens killed in Israeli air attack on Jabalia refugee camp: Gaza official,2023-10-31_2693.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,31,18,"In Rafah, Israeli bombing shatters buildings, shatters lives",2023-10-31_2697.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,14,18,Palestinians fleeing Gaza’s north face air attacks in southern Khan Younis,2023-10-14_3127.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,14,18,Russia’s UN ambassador calls for ceasefire in Israel-Hamas conflict,2023-10-14_3133.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,11,2,18,Gaza authorities say 15 killed in Israeli strike on Bureij refugee camp,2023-11-02_2635.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,17,18,‘Bodies all around’ as Israeli air raids hit homes in Khan Younis and Rafah,2023-10-17_3063.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,12,18,What is the situation in Gaza’s Khan Younis as Israel intensifies attacks?,2023-12-12_1793.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,12,18,Biden warns Israel risks losing support over ‘indiscriminate’ Gaza bombing,2023-12-12_1791.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,13,18,UNGA demands ceasefire in Israel’s war on Gaza: How your country voted,2023-12-13_1787.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,19,18,Photos: Dozens killed in air strikes as Israel intensifies assault on Gaza,2023-12-19_1682.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,18,18,Israeli attacks continue as calls for a ceasefire in Gaza grow,2023-12-18_1702.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,17,18,At least 90 killed in latest Israeli attacks on Gaza’s Jabalia refugee camp,2023-12-17_1705.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,22,18,Israeli air attacks kill 30 in Gaza’s Jabalia refugee camp: Civil defence,2023-10-22_2917.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,22,18,South of Gaza Strip pounded by air strikes as civilians seek refuge,2023-10-22_2923.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,22,18,"Israeli air raids kill at least 55 in Gaza overnight, Hamas says",2023-10-22_2931.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,21,18,Israel continues deadly attacks on Gaza amid hopes for another truce,2023-12-21_1669.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,21,18,Will the US again veto the UNSC resolution on Gaza?,2023-12-21_1660.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,21,18,"UNSC struggles with Gaza truce vote delays, Israel orders mass evacuations",2023-12-21_1665.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,21,18,"Entire Gaza population facing hunger crisis, famine risk: UN-backed report",2023-12-21_1654.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2023,12,22,18,UN Security Council passes resolution on increased Gaza aid delivery,2023-12-22_1641.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,22,18,US ready to back diluted resolution on more aid to Gaza as UN vote delayed,2023-12-22_1648.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,22,18,What’s the latest UN Gaza resolution that the US has agreed to?,2023-12-22_1647.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2023,12,22,18,"Entire Gaza at ‘risk of famine’ as fighting rages between Israel, Hamas",2023-12-22_1651.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2023,10,23,18,"Gaza death toll tops 5,000, nearly half of them children: Officials",2023-10-23_2905.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,23,18,Where are Gaza’s neighbourhoods destroyed by Israel?,2023-10-23_2908.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,23,18,More than 200 dead in 24 hours in Gaza as Israeli raids turn ‘more intense’,2023-12-23_1632.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,23,18,"UN resolution on Gaza aid criticised as ‘insufficient’, ‘meaningless’",2023-12-23_1636.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,24,18,Palestinians flee homes in central Gaza after Israeli evacuation order,2023-12-24_1629.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,19,18,Khan Younis homes in southern Gaza levelled by deadly Israeli bombardment,2023-10-19_3007.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,25,18,Gaza’s Maghazi refugee camp in ruins after deadly Israeli attack,2023-12-25_1604.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,25,18,Photos: The staggering human toll of Israel’s war on Gaza,2023-12-25_1614.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,15,18,Israeli air attack on residential home in Rafah kills four Palestinians,2023-12-15_1731.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,15,18,Israel-Gaza war: Is the US administration divorced from reality?,2023-12-15_1746.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,11,21,18,Intense Israeli air strikes hit Gaza amid growing signs of truce,2023-11-21_2183.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,21,18,Hospitals in northern Gaza completely out of service: Health official,2023-11-21_2189.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,25,18,"Israeli air raids flatten homes, kill dozens at a time in southern Gaza",2023-10-25_2864.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,25,18,What has the UN done and said on the Israel-Palestine conflict?,2023-10-25_2853.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,10,25,18,What we know about UN draft resolutions on the Israel-Hamas war so far,2023-10-25_2855.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,10,25,18,Israel to refuse visas to UN officials after Guterres speech on Gaza war,2023-10-25_2865.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,10,25,18,Starvation used as a ‘weapon of war’ in Gaza amid Israeli siege: Oxfam,2023-10-25_2849.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2023,10,26,18,Israel’s war in Gaza could spread beyond Middle East: Russia’s Putin,2023-10-26_2838.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,10,26,18,How the US has used its veto power at the UN in support of Israel,2023-10-26_2840.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,10,26,18,Two more resolutions to halt Israel-Gaza war fail at UN Security Council,2023-10-26_2843.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,10,13,18,Palestinians flee their homes towards southern Gaza after Israeli order,2023-10-13_3152.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,13,18,What Gaza infrastructure has been damaged since Israel declared war?,2023-10-13_3161.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,13,18,Israel attacks on Gaza refugee camp kills dozens of Palestinians,2023-10-13_3167.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,9,18,"Two teenagers killed, 15 detained in Israeli raids in occupied West Bank",2023-12-09_1844.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,9,18,‘Double standards’: World reacts to US veto on Gaza truce resolution at UN,2023-12-09_1849.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,9,18,Can Israel’s agricultural sector recover after the war on Gaza?,2023-12-09_1851.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2023,11,5,18,"Israel bombs al-Maghazi refugee camp, killing dozens, Gaza officials say",2023-11-05_2570.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,10,18,Tens of thousands flee on foot as UN says north of Gaza is ‘hell on earth’,2023-11-10_2418.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,10,18,At least 25 people killed in Israeli attacks on Gaza City school,2023-11-10_2419.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,10,18,Israeli bombardments damage more than half of Gaza’s housing units,2023-11-10_2433.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,5,18,Searching for survivors after Israeli attack on central Gaza building,2023-12-05_1909.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,5,18,Israel intensifies strikes on Gaza’s second-largest city,2023-12-05_1919.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,5,18,Northern Gaza hospital ‘overwhelmed by horror’ as Israeli army lays siege,2023-12-05_1922.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,9,18,"As Israel bombs and food runs out, thousands flee to southern Gaza",2023-11-09_2466.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,9,18,News outlets reject allegations of complicity in Hamas attack inside Israel,2023-11-09_2449.txt,76,11,journalists,abc,media,coverage,"journalists, abc, media"
2023,12,7,18,Photos: Death and devastation in Gaza after two months of Israel-Hamas war,2023-12-07_1876.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,7,18,Humanitarian conditions in Gaza near collapse as Israeli attacks intensify,2023-12-07_1889.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,7,18,Two months of Israel-Gaza war: How divided is the world?,2023-12-07_1883.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,7,18,Israel’s war on Gaza: Can Guterres’s use of UN’s Article 99 bring peace?,2023-12-07_1884.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,7,18,UN secretary-general invokes Article 99 on Gaza,2023-12-07_1890.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,6,18,"Israel army in most intense combat in Gaza war, no safe place to evacuate",2023-12-06_1901.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,6,18,Palestinians flee massacre as Israel bombs al-Maghazi refugee camp,2023-11-06_2528.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,6,18,"Photos: In Gaza, grieving continues as Israel strikes refugee camps",2023-11-06_2550.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,8,18,No end in sight as death toll rises in Gaza and Israel escalates attacks,2023-12-08_1867.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,8,18,"Ahead of key Israel-Hamas ceasefire vote, where do UNSC members stand?",2023-12-08_1860.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,8,18,US raises criticism of Israel ahead of UNSC ceasefire meeting,2023-12-08_1862.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,8,18,The newsroom has become a battleground in Israel’s war on Gaza,2023-12-08_1863.txt,76,11,journalists,abc,media,coverage,"journalists, abc, media"
2023,11,7,18,US says does not support Israeli ‘reoccupation’ of Gaza after war,2023-11-07_2502.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,8,18,Thousands flee northern Gaza in ‘desperate journey’ during Israel war,2023-11-08_2481.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,8,18,"More Israeli attacks, more death and destruction in Gaza",2023-11-08_2498.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,3,9,20,Israel hits landmark residential tower in Rafah as Gaza truce talks stall,2024-03-09_805.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,3,9,20,Sweden resumes aid to UNRWA as Israel steps up Gaza attacks,2024-03-09_806.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,3,25,20,World reacts to UNSC resolution demanding Gaza ceasefire,2024-03-25_260.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,3,25,20,UN Security Council demands immediate Gaza ceasefire as US abstains,2024-03-25_261.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,2,26,20,‘Deepening occupation’: Turkey condemns Israel on last day of ICJ hearing,2024-02-26_945.txt,77,11,rights,human,un,albanese,"rights, human, un"
2024,2,2,20,"Israel plans ground attack on Rafah, ‘last refuge’ for Gaza’s displaced",2024-02-02_1194.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,2,25,20,Indonesian FM on occupied Palestine and Indonesia democracy path,2024-02-25_955.txt,77,11,rights,human,un,albanese,"rights, human, un"
2024,1,4,20,Photos: Palestinians flee Nuseirat refugee camp once again amid attacks,2024-01-04_1510.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,3,29,20,Israeli air raids kill dozens across the Gaza Strip,2024-03-29_218.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,3,29,20,World warns Israel to obey ICJ on Gaza aid as Netanyahu plans Rafah assault,2024-03-29_222.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,3,18,20,Gaza headed towards famine amid Israeli aid curbs: What to know,2024-03-18_325.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,3,18,20,Oxfam accuses Israel of ‘deliberately’ blocking aid to famine-stalked Gaza,2024-03-18_328.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,3,19,20,"Israeli limits on Gaza aid may be ‘war crime’, UN warns",2024-03-19_318.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,3,2,20,At least 11 Palestinians killed after Israel hits tent camp in Rafah,2024-03-02_882.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,3,2,20,Is Israel’s killing of civilians putting ceasefire talks at risk?,2024-03-02_876.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,4,16,20,"Israeli tanks push back into northern Gaza, warplanes hit Rafah",2024-04-16_20.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,4,8,20,Khan Younis ‘smells like death’ as Palestinians return to devastated homes,2024-04-08_104.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,4,8,20,UN Security Council refers Palestine’s full membership bid to committee,2024-04-08_95.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,3,31,20,At least four killed in Israeli attack on Al-Aqsa Hospital in Gaza,2024-03-31_199.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,3,31,20,Aftermath of an Israeli air strike on Gaza’s Al-Aqsa hospital courtyard,2024-03-31_201.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,3,26,20,What are the implications of the UN Security Council Gaza ceasefire motion?,2024-03-26_249.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,3,26,20,ABC Australia staff’s concerns over pro-Israel bias revealed,2024-03-26_255.txt,76,11,journalists,abc,media,coverage,"journalists, abc, media"
2024,2,12,20,EU’s Borrell suggests US stop arming Israel amid fears over Rafah assault,2024-02-12_1113.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,2,28,20,Palestinians rush to shore as aircraft drop aid into Gaza amid Israel war,2024-02-28_918.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,2,28,20,"At least 576,000 people in Gaza one step away from famine, UN says",2024-02-28_922.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,1,16,20,Strike threat over claim pro-Israeli lobby forced out Australian journalist,2024-01-16_1377.txt,76,11,journalists,abc,media,coverage,"journalists, abc, media"
2024,3,22,20,UN Security Council does not pass draft US resolution on Gaza ceasefire,2024-03-22_283.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,3,22,20,"UK, Australia call for ‘immediate’ end to fighting in Gaza",2024-03-22_286.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,3,15,20,"‘Massacre’: Israel forces attack crowds waiting for aid in Gaza, killing 21",2024-03-15_352.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,1,18,20,Maghazi residents left reeling after Israeli forces withdraw,2024-01-18_1358.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,2,20,20,US vetoes another UN Security Council resolution urging Gaza war ceasefire,2024-02-20_1009.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,1,28,20,"Why, as a Palestinian American journalist, I had to leave the news industry",2024-01-28_1244.txt,76,11,journalists,abc,media,coverage,"journalists, abc, media"
2024,4,11,20,Does Israel twist humanitarian law to justify Gaza carnage?,2024-04-11_67.txt,77,11,rights,human,un,albanese,"rights, human, un"
2024,1,22,20,‘Let’s talk about it’: EU’s Borrell presses Israel on two-state solution,2024-01-22_1315.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,3,14,20,‘Death trap’: Israeli forces kill six in new attack on Gaza aid seekers,2024-03-14_356.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,1,27,20,UN Security Council to discuss ICJ ruling in Israel genocide case,2024-01-27_1253.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,2,18,20,US signals it will block proposed Gaza ceasefire resolution at UN,2024-02-18_1040.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,2,18,20,"Qatar PM: Hamas-Israel talks ‘not very promising’, truce efforts to go on",2024-02-18_1048.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,3,21,20,"With record of Gaza truce vetoes, US unveils new, ambiguous UN resolution",2024-03-21_298.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,2,19,20,Palestine demands end to Israeli occupation at ICJ hearing,2024-02-19_1022.txt,77,11,rights,human,un,albanese,"rights, human, un"
2024,1,24,20,Hundreds flee further south as Israeli forces advance in Khan Younis,2024-01-24_1291.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,1,24,20,Is Israel using food deprivation as a war tactic?,2024-01-24_1287.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,4,7,20,Six months of devastation in Israel’s war on Gaza with no sign of an end,2024-04-07_110.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,4,7,20,Israel’s war on Gaza – six relentless months of death and destruction,2024-04-07_118.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2024,2,22,20,How does humanitarian assistance enter Gaza?,2024-02-22_978.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,2,23,20,‘Stop the genocide’: New York protesters demand end to Israel’s war on Gaza,2024-02-23_975.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,3,23,20,Can the UN Security Council agree on a ceasefire resolution for Gaza?,2024-03-23_274.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2024,3,12,20,Gaza war: How Biden adopted call for ‘ceasefire’ without shifting policy,2024-03-12_372.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,28,21,Israel says improper munitions cause of high death toll in Maghazi attack,2023-12-28_1571.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,28,21,No safe place for Palestinians in Gaza as Israel widens offensive,2023-12-28_1578.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,28,21,UN agency says 40 percent of Gaza’s population ‘at risk of famine’,2023-12-28_1572.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2024,3,14,21,‘Death trap’: Israeli forces kill six in new attack on Gaza aid seekers,2024-03-14_356.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2023,11,30,21,Palestine advocates decry MSNBC’s cancellation of Mehdi Hasan news show,2023-11-30_2000.txt,76,11,journalists,abc,media,coverage,"journalists, abc, media"
2023,11,24,22,Palestinians return to destroyed homes in Gaza as Israel-Hamas truce begins,2023-11-24_2118.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,24,22,"Israel pounds Gaza ahead of truce, killing and injuring dozens",2023-11-24_2127.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,24,22,Palestinians return to destroyed homes in Gaza as Israel-Hamas truce begins,2023-11-24_2118.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,24,22,"Israel pounds Gaza ahead of truce, killing and injuring dozens",2023-11-24_2127.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,23,22,Hamas says 30 killed in Israeli attack on UN school ahead of Gaza truce,2023-11-23_2131.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,23,22,Israel steps up attacks on Gaza before truce,2023-11-23_2150.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,23,22,"As Israel pounds Gaza, BBC journalists accuse broadcaster of bias",2023-11-23_2149.txt,76,11,journalists,abc,media,coverage,"journalists, abc, media"
2023,11,28,22,"Watching the watchdogs: American TV, Gaza and two sides of a ceasefire",2023-11-28_2043.txt,76,11,journalists,abc,media,coverage,"journalists, abc, media"
2023,12,3,22,"From north to south, nowhere safe in Gaza as 700 killed in 24 hours",2023-12-03_1947.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,3,22,Over 700 killed in last 24 hours as Israel intensifies strikes,2023-12-03_1951.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,1,22,"Palestinians flee homes, dig in rubble as Israel resumes strikes on Gaza",2023-12-01_1990.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,1,22,Israeli air strikes pound Gaza as truce with Hamas ends,2023-12-01_1995.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,1,22,Mediators push to renew truce as Israel-Hamas war resumes in Gaza,2023-12-01_1986.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,4,22,"Telecommunications, internet down in Gaza as Israeli strikes intensify",2023-12-04_1930.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,4,22,"Israel asks Palestinians to evacuate, but is any place safe in Gaza?",2023-12-04_1932.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,15,22,"As Israel’s war on Gaza rages, humanitarian crisis worsens",2023-11-15_2323.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,15,22,UN Security Council adopts resolution for ‘humanitarian pauses’ in Gaza,2023-11-15_2305.txt,15,52,resolution,council,un,ceasefire,"resolution, council, un"
2023,12,27,23,Six killed in Israeli strike on refugee camp in occupied West Bank,2023-12-27_1590.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,2,23,Gaza authorities say 15 killed in Israeli strike on Bureij refugee camp,2023-11-02_2635.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,16,23,"Hamas warns of environmental crisis as 1,000 bodies still under Gaza rubble",2023-10-16_3100.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,8,23,Thousands flee northern Gaza in ‘desperate journey’ during Israel war,2023-11-08_2481.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,8,23,"More Israeli attacks, more death and destruction in Gaza",2023-11-08_2498.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,25,24,Gaza’s Maghazi refugee camp in ruins after deadly Israeli attack,2023-12-25_1604.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,12,25,24,Photos: The staggering human toll of Israel’s war on Gaza,2023-12-25_1614.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,10,9,24,"‘Necessary’ to stand with both Israelis, Palestinians, UN rapporteur says",2023-10-09_3281.txt,77,11,rights,human,un,albanese,"rights, human, un"
2024,2,15,24,Is the starvation of civilians being used by Israel as a weapon of war?,2024-02-15_1069.txt,35,23,aid,food,famine,gaza,"aid, food, famine"
2023,11,6,24,Palestinians flee massacre as Israel bombs al-Maghazi refugee camp,2023-11-06_2528.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
2023,11,6,24,"Photos: In Gaza, grieving continues as Israel strikes refugee camps",2023-11-06_2550.txt,5,101,gaza,people,killed,younis,"gaza, people, killed"
